Manufacturer,Brand,Model Name / Number,Type of Laptop,Screen Size (inches),Screen Type,CPU,RAM,Storage,GPU,Operating System,OS Version,Weight (kg),Price (INR),Rating,Persona Role
Lenovo,ROG,ROG-1985,Student,15.6,QHD OLED,Intel i5,32GB,1TB SSD,Integrated,Linux,11,2.0,80520,4.2,Student
Lenovo,Inspiron,Inspiron-7389,Business,13.3,Retina,Intel i7,16GB,512GB SSD,Integrated,Linux,Ventura,1.4,146039,4.5,Gaming
Asus,ROG,ROG-6718,Student,16.0,FHD TN,Ryzen 5,32GB,256GB SSD,Integrated,Windows,Ubuntu 22.04,1.2,100684,4.5,Gaming
Dell,ThinkPad,ThinkPad-6044,Student,16.0,FHD TN,Intel i7,8GB,512GB SSD,NVIDIA RTX 4060,macOS,Ventura,1.4,101950,3.7,Gaming
Apple,Inspiron,Inspiron-2837,Business,13.3,FHD TN,Intel i5,32GB,512GB SSD,Integrated,Linux,11,2.0,88842,4.0,Office
Lenovo,ThinkPad,ThinkPad-4801,Business,13.3,QHD OLED,Intel i7,8GB,256GB SSD,NVIDIA RTX 3050,macOS,Ubuntu 22.04,1.8,60421,4.3,Office
Dell,MacBook,MacBook-9040,Office,15.6,QHD OLED,Ryzen 7,32GB,256GB SSD,NVIDIA RTX 4060,macOS,12,2.0,59982,4.9,Gaming
Apple,ROG,ROG-9527,Business,16.0,QHD OLED,Ryzen 5,8GB,1TB SSD,Integrated,Windows,11,1.6,99073,4.6,Business
Asus,MacBook,MacBook-9209,Student,14.0,Retina,Ryzen 7,32GB,256GB SSD,Integrated,Linux,12,1.2,143682,4.9,Student
Lenovo,Inspiron,Inspiron-4435,Student,16.0,QHD OLED,Intel i5,32GB,512GB SSD,NVIDIA RTX 3050,Linux,11,2.0,107772,4.3,Office
Dell,Inspiron,Inspiron-5776,Office,16.0,FHD TN,Ryzen 5,8GB,256GB SSD,NVIDIA RTX 3050,Linux,11,1.6,93437,4.0,Student
Dell,ROG,ROG-3283,Student,16.0,FHD TN,Ryzen 5,8GB,256GB SSD,Integrated,Windows,11,1.8,61226,4.4,Office
Apple,Inspiron,Inspiron-9765,Office,14.0,FHD IPS,Ryzen 7,32GB,1TB SSD,NVIDIA RTX 4060,macOS,11,1.2,90533,4.1,Business
Lenovo,Inspiron,Inspiron-5194,Student,13.3,FHD TN,Apple M2,32GB,1TB SSD,Integrated,Windows,Ubuntu 22.04,1.8,81209,3.6,Developer
Asus,Inspiron,Inspiron-8004,Gaming,16.0,QHD OLED,Intel i7,8GB,512GB SSD,NVIDIA RTX 3050,macOS,Ubuntu 22.04,1.2,56695,3.6,Developer
Dell,ROG,ROG-2608,Developer,16.0,QHD OLED,Apple M2,8GB,1TB SSD,NVIDIA RTX 3050,macOS,Ubuntu 22.04,1.8,129601,4.8,Gaming
Apple,ThinkPad,ThinkPad-4715,Developer,14.0,Retina,Ryzen 7,8GB,1TB SSD,NVIDIA RTX 3050,macOS,Ventura,1.2,60496,3.7,Business
Asus,ROG,ROG-9230,Student,14.0,Retina,Ryzen 5,16GB,256GB SSD,NVIDIA RTX 4060,Linux,Ventura,1.8,80273,4.6,Office
Apple,ROG,ROG-7419,Student,15.6,Retina,Apple M2,8GB,512GB SSD,NVIDIA RTX 4060,Linux,12,1.2,52623,4.7,Student
Dell,Pavilion,Pavilion-6281,Gaming,14.0,QHD OLED,Apple M2,16GB,256GB SSD,Integrated,Linux,11,1.8,140015,3.5,Business
Asus,ThinkPad,ThinkPad-6278,Office,14.0,FHD TN,Apple M2,16GB,512GB SSD,NVIDIA RTX 4060,Windows,11,1.2,130084,3.6,Developer
Apple,Pavilion,Pavilion-1885,Office,15.6,FHD IPS,Ryzen 5,32GB,512GB SSD,NVIDIA RTX 4060,macOS,11,1.8,107386,4.9,Office
Lenovo,ThinkPad,ThinkPad-8406,Developer,15.6,QHD OLED,Intel i5,8GB,512GB SSD,NVIDIA RTX 3050,Windows,Ventura,1.8,124128,4.6,Developer
Lenovo,ThinkPad,ThinkPad-4852,Gaming,15.6,FHD TN,Ryzen 5,8GB,512GB SSD,NVIDIA RTX 4060,Windows,Ventura,1.2,136618,4.1,Student
Apple,MacBook,MacBook-3551,Gaming,13.3,QHD OLED,Ryzen 7,32GB,1TB SSD,Integrated,Windows,11,1.4,86346,4.6,Student
Lenovo,ROG,ROG-7755,Gaming,15.6,FHD IPS,Apple M2,16GB,512GB SSD,NVIDIA RTX 4060,Windows,Ventura,1.6,135827,4.1,Business
Dell,ROG,ROG-5307,Developer,14.0,FHD TN,Intel i5,8GB,256GB SSD,NVIDIA RTX 4060,macOS,12,1.6,68754,3.8,Developer
HP,Inspiron,Inspiron-4911,Office,15.6,FHD TN,Intel i5,8GB,1TB SSD,NVIDIA RTX 3050,Windows,12,2.0,76504,4.0,Student
Lenovo,Pavilion,Pavilion-2011,Office,15.6,FHD IPS,Ryzen 5,16GB,512GB SSD,NVIDIA RTX 4060,Linux,Ubuntu 22.04,2.0,141296,3.8,Developer
Dell,ROG,ROG-7723,Developer,13.3,FHD TN,Ryzen 5,8GB,512GB SSD,NVIDIA RTX 4060,Windows,Ventura,2.0,52604,3.9,Gaming
Asus,ROG,ROG-6188,Business,14.0,Retina,Intel i7,8GB,512GB SSD,NVIDIA RTX 4060,Linux,12,2.0,59882,4.4,Gaming
Dell,Pavilion,Pavilion-5952,Developer,15.6,QHD OLED,Intel i5,32GB,512GB SSD,NVIDIA RTX 4060,macOS,12,1.8,137917,4.8,Office
Lenovo,Inspiron,Inspiron-7459,Business,13.3,Retina,Intel i5,16GB,256GB SSD,Integrated,Linux,11,1.2,98339,3.9,Business
Asus,ROG,ROG-3683,Developer,13.3,FHD TN,Intel i5,16GB,512GB SSD,NVIDIA RTX 3050,macOS,11,1.4,100813,4.8,Developer
HP,Pavilion,Pavilion-6172,Student,14.0,QHD OLED,Ryzen 7,16GB,512GB SSD,Integrated,Linux,12,1.8,148161,3.8,Student
Apple,Pavilion,Pavilion-5933,Developer,14.0,Retina,Apple M2,32GB,256GB SSD,NVIDIA RTX 3050,Linux,Ventura,1.8,63489,3.7,Developer
HP,Pavilion,Pavilion-6588,Student,14.0,FHD TN,Ryzen 5,32GB,512GB SSD,NVIDIA RTX 3050,macOS,Ubuntu 22.04,1.8,57995,4.5,Student
Dell,Inspiron,Inspiron-6809,Student,15.6,FHD TN,Intel i7,16GB,1TB SSD,NVIDIA RTX 3050,Windows,11,1.4,121519,4.5,Student
Lenovo,Inspiron,Inspiron-4404,Student,13.3,FHD TN,Apple M2,32GB,1TB SSD,NVIDIA RTX 3050,Linux,Ventura,1.2,88265,3.6,Office
Dell,Pavilion,Pavilion-4988,Office,16.0,Retina,Intel i7,8GB,1TB SSD,NVIDIA RTX 4060,Linux,Ventura,1.8,139838,4.4,Office
Lenovo,ROG,ROG-3787,Business,15.6,FHD IPS,Intel i5,8GB,1TB SSD,NVIDIA RTX 3050,macOS,12,1.2,98674,4.1,Office
Dell,MacBook,MacBook-2446,Office,14.0,FHD IPS,Ryzen 5,16GB,1TB SSD,NVIDIA RTX 4060,Windows,11,1.6,90859,3.6,Office
Dell,Inspiron,Inspiron-5510,Office,14.0,FHD TN,Apple M2,32GB,1TB SSD,Integrated,Linux,Ubuntu 22.04,2.0,107570,4.3,Gaming
Lenovo,Inspiron,Inspiron-1425,Business,13.3,FHD IPS,Intel i7,8GB,256GB SSD,NVIDIA RTX 4060,Linux,12,1.8,86284,5.0,Gaming
HP,Inspiron,Inspiron-8104,Office,16.0,FHD TN,Ryzen 7,8GB,256GB SSD,NVIDIA RTX 4060,Windows,Ubuntu 22.04,1.2,141344,4.2,Office
HP,ThinkPad,ThinkPad-3122,Student,16.0,FHD TN,Intel i5,16GB,512GB SSD,NVIDIA RTX 4060,macOS,11,2.0,137417,3.7,Office
Asus,Pavilion,Pavilion-1557,Office,14.0,FHD TN,Intel i5,16GB,256GB SSD,NVIDIA RTX 4060,Windows,12,1.6,120744,4.2,Student
HP,Inspiron,Inspiron-8508,Business,16.0,Retina,Intel i5,32GB,256GB SSD,NVIDIA RTX 3050,Linux,12,1.8,145063,4.7,Developer
Apple,Inspiron,Inspiron-6224,Business,15.6,FHD TN,Ryzen 5,8GB,512GB SSD,Integrated,Windows,Ubuntu 22.04,1.8,125506,4.7,Office
Apple,ROG,ROG-7877,Student,13.3,FHD IPS,Intel i5,32GB,1TB SSD,NVIDIA RTX 3050,Linux,11,1.8,85917,4.6,Student
Lenovo,Inspiron,Inspiron-7169,Student,16.0,QHD OLED,Intel i7,8GB,1TB SSD,Integrated,macOS,Ventura,1.4,112974,4.7,Developer
Apple,ThinkPad,ThinkPad-1200,Developer,14.0,QHD OLED,Intel i5,32GB,512GB SSD,NVIDIA RTX 3050,Windows,11,2.0,131080,4.9,Student
Lenovo,Pavilion,Pavilion-5357,Gaming,16.0,FHD IPS,Intel i5,32GB,512GB SSD,Integrated,Linux,12,2.0,69790,3.9,Developer
HP,ThinkPad,ThinkPad-9987,Student,16.0,QHD OLED,Intel i5,32GB,1TB SSD,NVIDIA RTX 3050,Linux,12,1.4,67707,3.5,Gaming
Lenovo,ThinkPad,ThinkPad-9883,Business,14.0,FHD TN,Ryzen 7,32GB,256GB SSD,NVIDIA RTX 3050,macOS,Ubuntu 22.04,1.2,120853,4.9,Developer
Apple,Inspiron,Inspiron-6937,Gaming,15.6,Retina,Ryzen 7,8GB,256GB SSD,NVIDIA RTX 3050,Linux,Ubuntu 22.04,1.4,112097,3.9,Business
Asus,ThinkPad,ThinkPad-2137,Business,14.0,QHD OLED,Intel i5,8GB,256GB SSD,Integrated,macOS,12,1.2,89348,3.7,Office
Dell,MacBook,MacBook-1242,Business,13.3,QHD OLED,Apple M2,8GB,512GB SSD,NVIDIA RTX 3050,Linux,11,1.6,66747,4.4,Office
Dell,MacBook,MacBook-4733,Office,14.0,Retina,Ryzen 5,32GB,256GB SSD,NVIDIA RTX 3050,macOS,12,1.8,52418,4.0,Developer
HP,ThinkPad,ThinkPad-5409,Developer,16.0,Retina,Intel i7,8GB,256GB SSD,NVIDIA RTX 4060,Windows,Ubuntu 22.04,1.2,53580,4.7,Office
Asus,ROG,ROG-3215,Developer,13.3,Retina,Ryzen 5,8GB,256GB SSD,Integrated,macOS,12,1.2,104012,3.7,Office
Apple,MacBook,MacBook-4211,Student,14.0,Retina,Intel i7,16GB,512GB SSD,NVIDIA RTX 4060,macOS,Ventura,1.2,106857,3.9,Developer
Dell,ROG,ROG-9950,Gaming,13.3,Retina,Ryzen 5,8GB,512GB SSD,NVIDIA RTX 4060,Windows,12,2.0,81352,4.7,Student
Apple,ROG,ROG-2925,Business,13.3,QHD OLED,Ryzen 5,16GB,1TB SSD,NVIDIA RTX 3050,Linux,Ubuntu 22.04,1.6,149151,4.9,Gaming
Apple,ROG,ROG-7530,Developer,15.6,FHD TN,Ryzen 7,16GB,512GB SSD,Integrated,macOS,11,1.2,106331,3.7,Student
Dell,Pavilion,Pavilion-8895,Developer,16.0,QHD OLED,Ryzen 7,32GB,256GB SSD,NVIDIA RTX 3050,macOS,Ventura,1.6,94411,4.6,Developer
Apple,ThinkPad,ThinkPad-7109,Office,13.3,QHD OLED,Apple M2,8GB,1TB SSD,NVIDIA RTX 3050,Windows,Ventura,2.0,63923,4.7,Business
Asus,ThinkPad,ThinkPad-2169,Gaming,15.6,FHD TN,Intel i7,16GB,256GB SSD,NVIDIA RTX 4060,Linux,Ubuntu 22.04,1.8,138684,3.9,Developer
HP,MacBook,MacBook-8134,Gaming,15.6,FHD TN,Apple M2,16GB,1TB SSD,Integrated,Linux,12,2.0,63407,4.2,Student
Lenovo,MacBook,MacBook-7210,Student,15.6,Retina,Intel i5,8GB,1TB SSD,NVIDIA RTX 3050,Linux,12,1.4,126726,3.7,Gaming
HP,Pavilion,Pavilion-1117,Developer,13.3,Retina,Ryzen 7,8GB,1TB SSD,NVIDIA RTX 4060,macOS,Ubuntu 22.04,1.6,92198,4.8,Gaming
Apple,MacBook,MacBook-3143,Office,13.3,FHD TN,Intel i5,32GB,1TB SSD,NVIDIA RTX 3050,Linux,11,1.6,135696,4.0,Developer
Dell,ROG,ROG-6826,Office,15.6,FHD TN,Ryzen 7,32GB,1TB SSD,NVIDIA RTX 4060,macOS,11,1.2,86217,4.4,Gaming
Dell,MacBook,MacBook-4172,Office,13.3,Retina,Intel i7,16GB,512GB SSD,Integrated,Linux,11,1.6,75663,4.3,Gaming
Lenovo,Inspiron,Inspiron-2232,Office,13.3,FHD TN,Intel i7,16GB,1TB SSD,NVIDIA RTX 3050,macOS,Ubuntu 22.04,1.4,85174,4.9,Office
Lenovo,MacBook,MacBook-5974,Student,15.6,QHD OLED,Ryzen 7,8GB,256GB SSD,Integrated,Linux,11,1.8,101458,3.6,Gaming
Dell,Inspiron,Inspiron-8001,Student,16.0,FHD TN,Apple M2,8GB,1TB SSD,NVIDIA RTX 4060,Linux,Ubuntu 22.04,1.8,121232,3.6,Business
Lenovo,Inspiron,Inspiron-6450,Student,14.0,FHD TN,Intel i5,16GB,1TB SSD,Integrated,Windows,Ubuntu 22.04,1.4,84063,4.2,Developer
Lenovo,ROG,ROG-6475,Business,16.0,Retina,Intel i7,8GB,512GB SSD,NVIDIA RTX 4060,macOS,Ventura,1.8,82801,3.8,Gaming
Apple,Pavilion,Pavilion-6181,Office,15.6,Retina,Intel i7,32GB,1TB SSD,Integrated,Linux,12,1.4,120664,3.6,Office
Lenovo,MacBook,MacBook-4365,Student,14.0,FHD TN,Ryzen 7,8GB,256GB SSD,Integrated,Linux,11,1.8,72934,4.1,Student
Dell,ThinkPad,ThinkPad-8923,Office,16.0,FHD IPS,Ryzen 5,32GB,1TB SSD,Integrated,Linux,Ubuntu 22.04,2.0,84545,3.8,Student
Lenovo,ThinkPad,ThinkPad-8885,Business,15.6,Retina,Intel i7,8GB,256GB SSD,Integrated,Linux,Ubuntu 22.04,1.2,52471,4.7,Student
Asus,Inspiron,Inspiron-1509,Student,15.6,FHD IPS,Apple M2,16GB,512GB SSD,NVIDIA RTX 4060,Linux,Ubuntu 22.04,1.8,93558,3.5,Student
Apple,ROG,ROG-7836,Business,13.3,Retina,Intel i7,16GB,1TB SSD,Integrated,Linux,Ventura,1.8,94212,4.6,Office
Asus,Pavilion,Pavilion-1431,Developer,16.0,Retina,Intel i7,32GB,256GB SSD,Integrated,Linux,Ventura,2.0,148699,4.7,Office
Asus,Inspiron,Inspiron-6042,Business,16.0,FHD TN,Ryzen 7,32GB,512GB SSD,NVIDIA RTX 4060,Windows,12,2.0,117395,4.3,Developer
Asus,MacBook,MacBook-8553,Developer,16.0,FHD IPS,Apple M2,16GB,512GB SSD,Integrated,Windows,12,1.2,52163,4.3,Gaming
Apple,Inspiron,Inspiron-2082,Student,15.6,Retina,Intel i7,8GB,512GB SSD,Integrated,Windows,12,1.2,58492,4.8,Student
Apple,Inspiron,Inspiron-1245,Developer,16.0,FHD TN,Ryzen 7,32GB,256GB SSD,Integrated,Windows,11,2.0,103913,4.3,Developer
HP,ROG,ROG-6229,Gaming,14.0,QHD OLED,Ryzen 5,32GB,512GB SSD,NVIDIA RTX 4060,macOS,11,1.2,59275,3.8,Student
Apple,ROG,ROG-4114,Business,14.0,FHD TN,Ryzen 7,8GB,256GB SSD,NVIDIA RTX 3050,macOS,Ventura,1.6,95740,3.6,Gaming
Dell,Pavilion,Pavilion-3337,Student,13.3,QHD OLED,Ryzen 7,16GB,512GB SSD,NVIDIA RTX 3050,Linux,12,2.0,91736,4.3,Office
Dell,Pavilion,Pavilion-2031,Student,15.6,FHD TN,Intel i7,8GB,1TB SSD,NVIDIA RTX 3050,Windows,Ubuntu 22.04,1.2,106501,4.0,Student
Asus,ThinkPad,ThinkPad-6998,Developer,13.3,Retina,Ryzen 7,32GB,256GB SSD,NVIDIA RTX 3050,macOS,Ventura,1.6,60496,4.6,Business
Dell,MacBook,MacBook-6429,Office,14.0,FHD IPS,Ryzen 7,8GB,512GB SSD,Integrated,Windows,11,1.6,55422,3.6,Business
HP,MacBook,MacBook-1073,Developer,14.0,QHD OLED,Ryzen 5,32GB,512GB SSD,NVIDIA RTX 4060,macOS,Ubuntu 22.04,2.0,136380,4.1,Student
Dell,Pavilion,Pavilion-8129,Gaming,16.0,FHD TN,Intel i5,16GB,1TB SSD,Integrated,macOS,12,1.6,113772,4.6,Office
Apple,Pavilion,Pavilion-3905,Student,15.6,FHD IPS,Intel i7,32GB,1TB SSD,NVIDIA RTX 4060,Linux,Ventura,1.2,127452,4.3,Gaming
Apple,Pavilion,Pavilion-4313,Office,16.0,FHD IPS,Intel i5,16GB,512GB SSD,NVIDIA RTX 3050,Linux,12,1.2,63625,4.6,Gaming
Lenovo,Pavilion,Pavilion-8825,Student,14.0,FHD IPS,Intel i7,32GB,512GB SSD,NVIDIA RTX 3050,macOS,12,1.2,107197,4.3,Office
Dell,ThinkPad,ThinkPad-2175,Office,13.3,Retina,Intel i7,8GB,512GB SSD,NVIDIA RTX 3050,macOS,Ventura,1.2,124322,4.5,Developer
Dell,MacBook,MacBook-5888,Gaming,16.0,FHD IPS,Intel i5,8GB,256GB SSD,Integrated,Linux,11,2.0,137831,4.5,Gaming
Dell,ThinkPad,ThinkPad-8546,Student,15.6,FHD IPS,Intel i5,8GB,1TB SSD,Integrated,Windows,12,1.6,124421,4.7,Office
HP,ROG,ROG-3023,Gaming,15.6,FHD IPS,Intel i7,8GB,1TB SSD,Integrated,macOS,Ventura,1.8,99188,4.4,Student
Dell,ThinkPad,ThinkPad-7674,Developer,13.3,Retina,Ryzen 5,32GB,256GB SSD,NVIDIA RTX 3050,Windows,Ventura,1.4,96140,3.8,Gaming
HP,MacBook,MacBook-9316,Gaming,13.3,Retina,Ryzen 7,8GB,256GB SSD,Integrated,Windows,11,1.2,132978,4.0,Gaming
Lenovo,ROG,ROG-7405,Gaming,14.0,QHD OLED,Ryzen 5,32GB,512GB SSD,Integrated,Linux,Ventura,2.0,103789,4.5,Office
Dell,Inspiron,Inspiron-9846,Student,15.6,Retina,Ryzen 5,32GB,256GB SSD,NVIDIA RTX 3050,macOS,Ventura,1.4,116570,4.1,Developer
Asus,MacBook,MacBook-5377,Office,16.0,FHD IPS,Ryzen 7,8GB,1TB SSD,Integrated,macOS,11,1.2,91643,4.7,Office
Asus,ThinkPad,ThinkPad-6557,Student,14.0,FHD TN,Intel i5,32GB,256GB SSD,NVIDIA RTX 3050,macOS,12,1.8,119418,3.7,Developer
Apple,ROG,ROG-7479,Student,13.3,FHD IPS,Intel i5,16GB,1TB SSD,Integrated,macOS,Ventura,1.8,128046,3.9,Gaming
Lenovo,Pavilion,Pavilion-5392,Gaming,16.0,FHD TN,Ryzen 7,32GB,256GB SSD,NVIDIA RTX 4060,Windows,11,1.8,127525,4.5,Office
Asus,ROG,ROG-2159,Office,16.0,QHD OLED,Apple M2,8GB,256GB SSD,Integrated,Linux,12,1.2,119854,4.1,Office
Asus,ThinkPad,ThinkPad-3696,Gaming,13.3,Retina,Intel i7,16GB,256GB SSD,Integrated,macOS,11,1.8,124073,3.5,Developer
Dell,ThinkPad,ThinkPad-5763,Office,15.6,FHD TN,Ryzen 7,32GB,512GB SSD,NVIDIA RTX 4060,Windows,Ventura,1.4,127932,4.4,Business
Dell,ThinkPad,ThinkPad-8446,Gaming,13.3,QHD OLED,Ryzen 7,32GB,1TB SSD,NVIDIA RTX 4060,Linux,Ventura,1.8,116066,4.1,Developer
HP,Inspiron,Inspiron-9097,Developer,13.3,FHD TN,Ryzen 5,16GB,1TB SSD,NVIDIA RTX 4060,Linux,12,2.0,115858,4.2,Gaming
Dell,Pavilion,Pavilion-6310,Student,16.0,FHD IPS,Apple M2,16GB,256GB SSD,Integrated,macOS,Ubuntu 22.04,1.6,93750,4.3,Developer
HP,ThinkPad,ThinkPad-3539,Office,13.3,Retina,Ryzen 5,32GB,512GB SSD,NVIDIA RTX 3050,Windows,Ventura,1.8,106268,4.1,Gaming
Dell,Inspiron,Inspiron-9448,Business,13.3,QHD OLED,Apple M2,8GB,512GB SSD,Integrated,Windows,Ubuntu 22.04,2.0,149135,3.5,Office
Asus,Inspiron,Inspiron-4807,Developer,15.6,FHD IPS,Ryzen 5,32GB,1TB SSD,NVIDIA RTX 3050,Linux,11,1.8,133160,4.5,Business
Apple,Inspiron,Inspiron-4773,Student,16.0,FHD TN,Ryzen 5,32GB,1TB SSD,NVIDIA RTX 3050,macOS,12,1.8,118142,3.7,Gaming
Lenovo,ROG,ROG-6389,Office,16.0,QHD OLED,Ryzen 7,32GB,1TB SSD,NVIDIA RTX 4060,Windows,12,1.6,95306,4.0,Student
Lenovo,Inspiron,Inspiron-4674,Gaming,13.3,FHD IPS,Intel i7,16GB,512GB SSD,NVIDIA RTX 4060,Windows,Ubuntu 22.04,2.0,93590,4.1,Business
HP,ROG,ROG-7639,Office,14.0,QHD OLED,Ryzen 5,32GB,1TB SSD,Integrated,macOS,12,1.4,88410,4.8,Developer
Lenovo,ThinkPad,ThinkPad-1759,Student,14.0,QHD OLED,Ryzen 5,8GB,256GB SSD,NVIDIA RTX 3050,Windows,12,1.8,50270,3.5,Business
